Id Commande,Id client,Categorie,Article,Prix unitaire,Quantité,Depense totale,Methode de paiement,Lieu,Date de commande
TXN_6053875,Client_07,Ordinateurs et accessoires electriques,Article_11_ORDI,20.0,10.0,200.0,Espèce,En ligne,2024-09-16
TXN_2720959,Client_23,Bouchers,Article_7_BOU,14.0,3.0,42.0,Carte de credit,En ligne,2024-10-22
TXN_2284295,Client_04,Nourriture,Article_13_NOUR,23.0,3.0,69.0,Portefeuille electronique,En magasin,2022-10-24
TXN_5498882,Client_15,Nourriture,Article_21_NOUR,35.0,6.0,210.0,Carte de credit,En ligne,2024-05-18
TXN_5162529,Client_15,Produit laitier,Article_8_LAIT,15.5,8.0,124.0,Espèce,En ligne,2023-08-22
TXN_7378094,Client_22,Produit laitier,inconnu,20.0,0.0,0.0,Espèce,En magasin,2023-12-06
TXN_2663829,Client_05,Meubles,Article_24_MEU,39.5,5.0,197.5,Carte de credit,En magasin,2022-11-28
TXN_4335324,Client_25,Nourriture,Article_6_NOUR,12.5,2.0,25.0,Espèce,En ligne,2022-11-03
TXN_4495319,Client_25,Ordinateurs et accessoires electriques,inconnu,15.5,0.0,0.0,Espèce,En ligne,2023-04-15
TXN_2964837,Client_03,Boissons,Article_19_BOI,32.0,10.0,320.0,Espèce,En ligne,2025-01-02
TXN_3224940,Client_11,Ordinateurs et accessoires electriques,Article_12_ORDI,21.5,3.0,64.5,Portefeuille electronique,En ligne,2024-04-29
TXN_7140517,Client_24,Bouchers,Article_6_BOU,12.5,1.0,12.5,Espèce,En magasin,2022-07-11
TXN_7384071,Client_07,Boissons,Article_19_BOI,32.0,10.0,320.0,Espèce,En magasin,2024-10-25
TXN_9050173,Client_09,Meubles,Article_15_MEU,26.0,2.0,52.0,Carte de credit,En magasin,2024-07-29
TXN_9101686,Client_14,Nourriture,Article_24_NOUR,39.5,5.0,197.5,Portefeuille electronique,En ligne,2023-05-07
TXN_6850087,Client_11,Ordinateurs et accessoires electriques,Article_24_ORDI,39.5,5.0,197.5,Portefeuille electronique,En ligne,2023-10-29
TXN_4057646,Client_15,Patisserie,Article_7_PAT,14.0,9.0,126.0,Portefeuille electronique,En magasin,2022-08-29
TXN_3572918,Client_19,Appareil menager electrique,Article_6_ELEC,12.5,1.0,12.5,Espèce,En ligne,2022-02-16
TXN_7171953,Client_11,Patisserie,inconnu,39.5,0.0,0.0,Espèce,En ligne,2022-11-11
TXN_9817044,Client_09,Nourriture,Article_13_NOUR,23.0,5.0,115.0,Portefeuille electronique,En ligne,2022-02-27
TXN_9034288,Client_01,Meubles,Article_5_MEU,11.0,1.0,11.0,Portefeuille electronique,En ligne,2022-04-09
TXN_4521411,Client_24,Bouchers,Article_16_BOU,27.5,4.0,110.0,Carte de credit,En ligne,2024-08-10
TXN_5184251,Client_02,Produit laitier,Article_7_LAIT,14.0,4.0,56.0,Espèce,En magasin,2024-10-14
TXN_1400422,Client_25,Boissons,Article_17_BOI,29.0,7.0,203.0,Portefeuille electronique,En magasin,2022-12-16
TXN_1027160,Client_15,Boissons,Article_20_BOI,33.5,10.0,335.0,Portefeuille electronique,En magasin,2024-06-12
TXN_7404210,Client_19,Bouchers,Article_23_BOU,38.0,3.0,114.0,Carte de credit,En magasin,2024-05-22
TXN_9379358,Client_25,Meubles,inconnu,20.0,0.0,0.0,Espèce,En ligne,2022-04-07
TXN_4526782,Client_05,Boissons,Article_16_BOI,27.5,4.0,110.0,Carte de credit,En magasin,2024-12-11
TXN_1606488,Client_12,Bouchers,Article_12_BOU,21.5,5.0,107.5,Carte de credit,En magasin,2023-09-12
TXN_5941938,Client_08,Nourriture,Article_10_NOUR,18.5,7.0,129.5,Espèce,En ligne,2023-12-12
TXN_6522433,Client_22,Ordinateurs et accessoires electriques,inconnu,20.0,0.0,0.0,Carte de credit,En magasin,2024-10-19
TXN_8510020,Client_16,Ordinateurs et accessoires electriques,Article_12_ORDI,21.5,7.0,150.5,Espèce,En magasin,2024-10-24
TXN_7893476,Client_13,Nourriture,Article_20_NOUR,33.5,9.0,301.5,Carte de credit,En magasin,2025-01-01
TXN_8097956,Client_21,Nourriture,Article_5_NOUR,11.0,6.0,66.0,Portefeuille electronique,En magasin,2023-08-27
TXN_1197350,Client_22,Bouchers,Article_20_BOU,33.5,1.0,33.5,Portefeuille electronique,En magasin,2024-06-10
TXN_2154827,Client_11,Bouchers,inconnu,41.0,0.0,0.0,Carte de credit,En magasin,2024-08-04
TXN_4952456,Client_10,Produit laitier,Article_6_LAIT,12.5,8.0,100.0,Espèce,En magasin,2023-07-24
TXN_8043987,Client_11,Nourriture,Article_14_NOUR,24.5,5.0,122.5,Carte de credit,En ligne,2024-10-23
TXN_1011882,Client_16,Patisserie,Article_21_PAT,35.0,2.0,70.0,Espèce,En magasin,2023-10-31
TXN_4400958,Client_23,Produit laitier,Article_24_LAIT,39.5,2.0,79.0,Portefeuille electronique,En ligne,2022-07-08
TXN_5764401,Client_08,Nourriture,Article_15_NOUR,26.0,7.0,182.0,Carte de credit,En magasin,2024-06-03
TXN_8151892,Client_10,Boissons,Article_19_BOI,32.0,1.0,32.0,Espèce,En ligne,2024-03-16
TXN_1928530,Client_06,Bouchers,Article_25_BOU,41.0,4.0,164.0,Espèce,En ligne,2024-02-08
TXN_6701976,Client_12,Appareil menager electrique,Article_21_ELEC,35.0,6.0,210.0,Carte de credit,En magasin,2023-09-24
TXN_5051765,Client_11,Nourriture,Article_4_NOUR,9.5,4.0,38.0,Carte de credit,En ligne,2024-05-09
TXN_2059946,Client_18,Appareil menager electrique,Article_10_ELEC,18.5,6.0,111.0,Carte de credit,En magasin,2023-11-11
TXN_4492291,Client_16,Nourriture,Article_21_NOUR,35.0,5.0,175.0,Portefeuille electronique,En magasin,2024-03-18
TXN_4438137,Client_21,Nourriture,Article_9_NOUR,17.0,10.0,170.0,Espèce,En magasin,2024-05-24
TXN_2771113,Client_17,Bouchers,Article_7_BOU,14.0,3.0,42.0,Carte de credit,En magasin,2022-05-03
TXN_9619028,Client_08,Patisserie,Article_11_PAT,20.0,2.0,40.0,Carte de credit,En ligne,2022-12-24
TXN_6995379,Client_11,Produit laitier,Article_19_LAIT,32.0,1.0,32.0,Espèce,En ligne,2024-08-24
TXN_9676174,Client_09,Produit laitier,Article_7_LAIT,14.0,9.0,126.0,Carte de credit,En ligne,2023-11-11
TXN_6036315,Client_23,Produit laitier,Article_17_LAIT,29.0,5.0,145.0,Carte de credit,En magasin,2022-06-10
TXN_8192888,Client_21,Meubles,Article_23_MEU,38.0,6.0,228.0,Carte de credit,En magasin,2024-03-01
TXN_5536792,Client_16,Ordinateurs et accessoires electriques,Article_18_ORDI,30.5,10.0,305.0,Espèce,En magasin,2022-01-18
TXN_1809996,Client_04,Bouchers,Article_23_BOU,38.0,6.0,228.0,Portefeuille electronique,En ligne,2025-01-10
TXN_4099276,Client_17,Boissons,inconnu,0.0,6.0,84.0,Portefeuille electronique,En magasin,2024-11-24
TXN_1680727,Client_24,Produit laitier,Article_5_LAIT,11.0,2.0,22.0,Carte de credit,En ligne,2024-06-08
TXN_7722346,Client_02,Meubles,Article_23_MEU,38.0,6.0,228.0,Carte de credit,En magasin,2023-11-10
TXN_1720595,Client_23,Patisserie,Article_17_PAT,29.0,4.0,116.0,Portefeuille electronique,En ligne,2023-03-11
TXN_5701956,Client_07,Appareil menager electrique,Article_6_ELEC,12.5,3.0,37.5,Carte de credit,En ligne,2022-05-30
TXN_7589131,Client_22,Bouchers,Article_22_BOU,36.5,7.0,255.5,Espèce,En magasin,2024-12-11
TXN_1179909,Client_22,Boissons,Article_12_BOI,21.5,7.0,150.5,Portefeuille electronique,En ligne,2023-05-21
TXN_9950204,Client_02,Appareil menager electrique,Article_5_ELEC,11.0,6.0,66.0,Portefeuille electronique,En magasin,2023-11-11
TXN_8475688,Client_05,Meubles,inconnu,0.0,4.0,158.0,Carte de credit,En magasin,2023-05-20
TXN_5115935,Client_05,Meubles,Article_11_MEU,20.0,4.0,80.0,Carte de credit,En ligne,2022-07-31
TXN_1733313,Client_13,Ordinateurs et accessoires electriques,Article_4_ORDI,9.5,2.0,19.0,Carte de credit,En ligne,2024-09-27
TXN_9120906,Client_10,Ordinateurs et accessoires electriques,inconnu,21.5,0.0,0.0,Carte de credit,En magasin,2024-02-13
TXN_4134129,Client_24,Produit laitier,Article_21_LAIT,35.0,5.0,175.0,Espèce,En magasin,2023-04-14
TXN_8351579,Client_22,Appareil menager electrique,Article_19_ELEC,32.0,3.0,96.0,Portefeuille electronique,En magasin,2024-01-11
TXN_3840023,Client_24,Patisserie,Article_12_PAT,21.5,4.0,86.0,Espèce,En ligne,2022-04-06
TXN_8171664,Client_16,Bouchers,Article_13_BOU,23.0,6.0,138.0,Carte de credit,En ligne,2022-12-03
TXN_9943125,Client_16,Ordinateurs et accessoires electriques,Article_23_ORDI,38.0,9.0,342.0,Carte de credit,En magasin,2023-01-20
TXN_7238799,Client_23,Appareil menager electrique,Article_20_ELEC,33.5,3.0,100.5,Espèce,En magasin,2023-03-08
TXN_8825993,Client_06,Appareil menager electrique,Article_1_ELEC,5.0,3.0,15.0,Espèce,En ligne,2024-05-02
TXN_8454614,Client_21,Nourriture,Article_4_NOUR,9.5,5.0,47.5,Portefeuille electronique,En ligne,2022-10-07
TXN_8247054,Client_15,Meubles,Article_2_MEU,6.5,10.0,65.0,Portefeuille electronique,En magasin,2025-01-09
TXN_2313390,Client_21,Patisserie,Article_5_PAT,11.0,4.0,44.0,Espèce,En ligne,2022-02-08
TXN_8724290,Client_23,Nourriture,Article_1_NOUR,5.0,8.0,40.0,Espèce,En ligne,2023-03-29
TXN_4983622,Client_11,Patisserie,Article_15_PAT,26.0,1.0,26.0,Carte de credit,En magasin,2024-10-09
TXN_4555264,Client_18,Bouchers,Article_24_BOU,39.5,2.0,79.0,Portefeuille electronique,En ligne,2022-08-18
TXN_7522573,Client_01,Boissons,Article_24_BOI,39.5,4.0,158.0,Carte de credit,En ligne,2022-05-22
TXN_4750432,Client_10,Meubles,Article_3_MEU,8.0,9.0,72.0,Espèce,En ligne,2024-09-17
TXN_5756331,Client_18,Meubles,Article_23_MEU,38.0,5.0,190.0,Carte de credit,En magasin,2023-08-02
TXN_5025168,Client_01,Bouchers,Article_9_BOU,17.0,5.0,85.0,Portefeuille electronique,En magasin,2022-07-28
TXN_9861492,Client_19,Appareil menager electrique,Article_9_ELEC,17.0,2.0,34.0,Carte de credit,En ligne,2023-10-13
TXN_9628331,Client_04,Nourriture,Article_25_NOUR,41.0,10.0,410.0,Carte de credit,En ligne,2022-09-03
TXN_2895330,Client_23,Patisserie,Article_14_PAT,24.5,10.0,245.0,Espèce,En ligne,2022-07-12
TXN_3218492,Client_03,Produit laitier,Article_24_LAIT,39.5,4.0,158.0,Carte de credit,En ligne,2022-01-25
TXN_8345485,Client_06,Boissons,Article_17_BOI,29.0,6.0,174.0,Espèce,En ligne,2024-11-11
TXN_1400912,Client_16,Produit laitier,Article_11_LAIT,20.0,8.0,160.0,Portefeuille electronique,En ligne,2022-01-23
TXN_3157153,Client_18,Boissons,Article_16_BOI,27.5,5.0,137.5,Espèce,En magasin,2022-12-01
TXN_1736098,Client_23,Patisserie,Article_1_PAT,5.0,3.0,15.0,Espèce,En ligne,2022-10-18
TXN_8037593,Client_14,Produit laitier,Article_24_LAIT,39.5,9.0,355.5,Carte de credit,En magasin,2023-09-25
TXN_1834791,Client_08,Appareil menager electrique,Article_4_ELEC,9.5,6.0,57.0,Portefeuille electronique,En magasin,2024-05-31
TXN_2478597,Client_07,Ordinateurs et accessoires electriques,inconnu,11.0,0.0,0.0,Espèce,En magasin,2024-09-06
TXN_1674139,Client_05,Produit laitier,Article_17_LAIT,29.0,10.0,290.0,Portefeuille electronique,En ligne,2023-03-21
TXN_3742027,Client_04,Bouchers,Article_10_BOU,18.5,3.0,55.5,Portefeuille electronique,En ligne,2022-08-30
TXN_8774399,Client_23,Meubles,Article_25_MEU,41.0,1.0,41.0,Carte de credit,En magasin,2022-01-24
TXN_9219085,Client_21,Bouchers,Article_25_BOU,41.0,5.0,205.0,Espèce,En magasin,2024-12-27
TXN_8197683,Client_21,Meubles,Article_3_MEU,8.0,2.0,16.0,Espèce,En ligne,2023-04-30
TXN_6406070,Client_02,Nourriture,Article_12_NOUR,21.5,8.0,172.0,Carte de credit,En ligne,2024-06-08
TXN_8169854,Client_17,Produit laitier,Article_7_LAIT,14.0,3.0,42.0,Espèce,En ligne,2022-07-19
TXN_5692250,Client_19,Appareil menager electrique,Article_6_ELEC,12.5,3.0,37.5,Espèce,En magasin,2022-09-11
TXN_7583955,Client_12,Nourriture,Article_9_NOUR,17.0,6.0,102.0,Carte de credit,En magasin,2022-02-14
TXN_9830364,Client_07,Ordinateurs et accessoires electriques,Article_5_ORDI,11.0,7.0,77.0,Espèce,En magasin,2024-04-04
TXN_6557660,Client_11,Bouchers,Article_18_BOU,30.5,10.0,305.0,Espèce,En ligne,2024-01-13
TXN_8158197,Client_25,Produit laitier,Article_6_LAIT,12.5,10.0,125.0,Carte de credit,En ligne,2022-07-03
TXN_8615053,Client_01,Ordinateurs et accessoires electriques,Article_11_ORDI,20.0,7.0,140.0,Carte de credit,En magasin,2024-09-08
TXN_6685805,Client_23,Boissons,Article_18_BOI,30.5,1.0,30.5,Portefeuille electronique,En ligne,2023-10-06
TXN_6929636,Client_17,Ordinateurs et accessoires electriques,inconnu,0.0,2.0,16.0,Portefeuille electronique,En ligne,2023-11-23
TXN_9560060,Client_04,Nourriture,Article_14_NOUR,24.5,2.0,49.0,Portefeuille electronique,En ligne,2023-05-20
TXN_8367191,Client_24,Bouchers,Article_1_BOU,5.0,3.0,15.0,Espèce,En magasin,2022-02-19
TXN_6181532,Client_14,Nourriture,Article_16_NOUR,27.5,4.0,110.0,Portefeuille electronique,En magasin,2023-09-05
TXN_6770698,Client_18,Nourriture,Article_10_NOUR,18.5,9.0,166.5,Portefeuille electronique,En ligne,2023-12-04
TXN_6908414,Client_24,Produit laitier,Article_11_LAIT,20.0,9.0,180.0,Espèce,En ligne,2024-11-27
TXN_6962668,Client_14,Meubles,Article_25_MEU,41.0,9.0,369.0,Portefeuille electronique,En magasin,2024-09-19
TXN_2411176,Client_20,Boissons,Article_14_BOI,24.5,10.0,245.0,Portefeuille electronique,En ligne,2023-01-28
TXN_1306295,Client_15,Ordinateurs et accessoires electriques,inconnu,0.0,5.0,32.5,Portefeuille electronique,En ligne,2022-09-13
TXN_9469827,Client_21,Bouchers,Article_20_BOU,33.5,6.0,201.0,Portefeuille electronique,En magasin,2022-10-29
TXN_3766991,Client_21,Appareil menager electrique,Article_15_ELEC,26.0,8.0,208.0,Espèce,En ligne,2023-09-24
TXN_6058992,Client_14,Meubles,Article_15_MEU,26.0,7.0,182.0,Carte de credit,En magasin,2022-08-24
TXN_4861636,Client_03,Ordinateurs et accessoires electriques,Article_18_ORDI,30.5,4.0,122.0,Espèce,En ligne,2022-01-13
TXN_9951192,Client_05,Appareil menager electrique,Article_22_ELEC,36.5,7.0,255.5,Espèce,En magasin,2024-06-27
TXN_9096772,Client_21,Meubles,Article_6_MEU,12.5,3.0,37.5,Portefeuille electronique,En magasin,2022-12-30
TXN_4076999,Client_03,Produit laitier,Article_17_LAIT,29.0,9.0,261.0,Espèce,En ligne,2024-02-10
TXN_7533515,Client_05,Meubles,Article_6_MEU,12.5,2.0,25.0,Carte de credit,En magasin,2023-02-13
TXN_2450206,Client_24,Meubles,Article_1_MEU,5.0,9.0,45.0,Carte de credit,En magasin,2023-07-21
TXN_4000635,Client_02,Meubles,Article_19_MEU,32.0,6.0,192.0,Carte de credit,En ligne,2023-12-16
TXN_7806205,Client_08,Produit laitier,inconnu,0.0,3.0,109.5,Portefeuille electronique,En magasin,2023-03-03
TXN_2407410,Client_02,Bouchers,Article_24_BOU,39.5,9.0,355.5,Espèce,En ligne,2022-06-08
TXN_1061282,Client_06,Meubles,Article_16_MEU,27.5,2.0,55.0,Portefeuille electronique,En ligne,2024-03-28
TXN_4731654,Client_13,Meubles,Article_23_MEU,38.0,3.0,114.0,Carte de credit,En ligne,2025-01-08
TXN_9478594,Client_12,Ordinateurs et accessoires electriques,inconnu,0.0,7.0,108.5,Carte de credit,En ligne,2023-01-12
TXN_1361359,Client_12,Meubles,Article_21_MEU,35.0,9.0,315.0,Portefeuille electronique,En magasin,2022-03-19
TXN_2157334,Client_15,Produit laitier,Article_23_LAIT,38.0,10.0,380.0,Espèce,En magasin,2022-11-24
TXN_4634145,Client_02,Bouchers,Article_4_BOU,9.5,9.0,85.5,Espèce,En magasin,2024-11-07
TXN_2289344,Client_07,Ordinateurs et accessoires electriques,Article_18_ORDI,30.5,3.0,91.5,Portefeuille electronique,En magasin,2024-07-27
TXN_2056623,Client_01,Boissons,Article_8_BOI,15.5,2.0,31.0,Espèce,En magasin,2023-02-19
TXN_8688342,Client_12,Meubles,Article_25_MEU,41.0,10.0,410.0,Portefeuille electronique,En ligne,2024-04-20
TXN_7689571,Client_23,Nourriture,Article_20_NOUR,33.5,5.0,167.5,Portefeuille electronique,En ligne,2023-10-28
TXN_5109808,Client_18,Produit laitier,Article_13_LAIT,23.0,3.0,69.0,Carte de credit,En ligne,2023-09-19
TXN_4454614,Client_25,Patisserie,Article_10_PAT,18.5,1.0,18.5,Carte de credit,En magasin,2025-01-13
TXN_6454872,Client_03,Meubles,Article_25_MEU,41.0,7.0,287.0,Espèce,En magasin,2024-03-07
TXN_5824333,Client_18,Meubles,Article_6_MEU,12.5,6.0,75.0,Portefeuille electronique,En magasin,2024-07-23
TXN_9702329,Client_15,Bouchers,Article_23_BOU,38.0,2.0,76.0,Carte de credit,En magasin,2022-02-11
TXN_6017215,Client_11,Ordinateurs et accessoires electriques,Article_18_ORDI,30.5,7.0,213.5,Portefeuille electronique,En ligne,2024-04-08
TXN_4214690,Client_06,Appareil menager electrique,Article_7_ELEC,14.0,6.0,84.0,Espèce,En ligne,2023-11-01
TXN_7273990,Client_24,Meubles,Article_11_MEU,20.0,7.0,140.0,Carte de credit,En ligne,2024-06-27
TXN_8838210,Client_06,Bouchers,Article_15_BOU,26.0,1.0,26.0,Carte de credit,En magasin,2022-12-30
TXN_9649004,Client_11,Bouchers,inconnu,0.0,2.0,49.0,Espèce,En ligne,2022-07-16
TXN_9946325,Client_12,Boissons,Article_17_BOI,29.0,6.0,174.0,Portefeuille electronique,En ligne,2024-06-08
TXN_1847488,Client_08,Nourriture,Article_3_NOUR,8.0,10.0,80.0,Portefeuille electronique,En magasin,2022-03-10
TXN_3674047,Client_23,Meubles,Article_1_MEU,5.0,7.0,35.0,Espèce,En ligne,2024-07-10
TXN_2786014,Client_02,Boissons,Article_20_BOI,33.5,6.0,201.0,Carte de credit,En magasin,2022-07-12
TXN_7549064,Client_03,Meubles,Article_20_MEU,33.5,4.0,134.0,Portefeuille electronique,En ligne,2024-10-13
TXN_3587629,Client_19,Ordinateurs et accessoires electriques,Article_2_ORDI,6.5,4.0,26.0,Carte de credit,En magasin,2022-09-06
TXN_7224577,Client_12,Nourriture,inconnu,20.0,0.0,0.0,Carte de credit,En magasin,2022-09-27
TXN_2128173,Client_22,Appareil menager electrique,Article_9_ELEC,17.0,5.0,85.0,Carte de credit,En ligne,2022-09-17
TXN_1585530,Client_11,Produit laitier,Article_1_LAIT,5.0,4.0,20.0,Carte de credit,En ligne,2023-04-04
TXN_8444117,Client_05,Produit laitier,Article_11_LAIT,20.0,6.0,120.0,Espèce,En magasin,2023-07-03
TXN_9017295,Client_04,Produit laitier,Article_13_LAIT,23.0,3.0,69.0,Carte de credit,En ligne,2024-03-04
TXN_5584686,Client_21,Produit laitier,Article_5_LAIT,11.0,10.0,110.0,Espèce,En magasin,2023-08-13
TXN_2889632,Client_19,Bouchers,Article_22_BOU,36.5,2.0,73.0,Portefeuille electronique,En ligne,2022-11-09
TXN_9731122,Client_15,Produit laitier,Article_6_LAIT,12.5,6.0,75.0,Espèce,En magasin,2022-04-24
TXN_6516879,Client_25,Patisserie,Article_12_PAT,21.5,2.0,43.0,Portefeuille electronique,En magasin,2023-06-30
TXN_6264210,Client_02,Patisserie,Article_18_PAT,30.5,9.0,274.5,Carte de credit,En magasin,2024-04-17
TXN_7292564,Client_22,Boissons,Article_8_BOI,15.5,9.0,139.5,Espèce,En magasin,2025-01-09
TXN_3739606,Client_11,Nourriture,Article_14_NOUR,24.5,6.0,147.0,Portefeuille electronique,En ligne,2024-10-15
TXN_4124586,Client_06,Bouchers,Article_2_BOU,6.5,3.0,19.5,Carte de credit,En ligne,2023-02-14
TXN_1699208,Client_09,Meubles,Article_1_MEU,5.0,7.0,35.0,Espèce,En magasin,2022-04-06
TXN_5752809,Client_11,Bouchers,inconnu,23.0,0.0,0.0,Espèce,En magasin,2023-12-24
TXN_6411912,Client_17,Appareil menager electrique,Article_25_ELEC,41.0,8.0,328.0,Portefeuille electronique,En magasin,2024-11-01
TXN_6328740,Client_07,Appareil menager electrique,Article_25_ELEC,41.0,8.0,328.0,Carte de credit,En ligne,2024-07-29
TXN_1780099,Client_18,Boissons,Article_7_BOI,14.0,8.0,112.0,Carte de credit,En ligne,2024-11-22
TXN_4141134,Client_15,Nourriture,Article_8_NOUR,15.5,3.0,46.5,Espèce,En magasin,2024-01-04
TXN_8547248,Client_12,Boissons,Article_12_BOI,21.5,3.0,64.5,Portefeuille electronique,En ligne,2022-06-29
TXN_3861764,Client_09,Produit laitier,Article_18_LAIT,30.5,8.0,244.0,Espèce,En magasin,2023-08-29
TXN_7818460,Client_07,Bouchers,Article_7_BOU,14.0,5.0,70.0,Portefeuille electronique,En magasin,2023-10-31
TXN_4715547,Client_19,Ordinateurs et accessoires electriques,Article_5_ORDI,11.0,6.0,66.0,Portefeuille electronique,En magasin,2022-09-01
TXN_2942406,Client_21,Patisserie,Article_1_PAT,5.0,5.0,25.0,Espèce,En magasin,2022-02-26
TXN_6354929,Client_11,Produit laitier,Article_7_LAIT,14.0,9.0,126.0,Portefeuille electronique,En magasin,2025-01-06
TXN_6055420,Client_24,Meubles,Article_13_MEU,23.0,2.0,46.0,Portefeuille electronique,En ligne,2023-11-22
TXN_5197744,Client_16,Patisserie,Article_12_PAT,21.5,1.0,21.5,Carte de credit,En magasin,2024-05-27
TXN_7955262,Client_15,Patisserie,Article_9_PAT,17.0,2.0,34.0,Carte de credit,En ligne,2024-09-04
TXN_2666506,Client_05,Bouchers,Article_23_BOU,38.0,3.0,114.0,Carte de credit,En ligne,2022-04-14
TXN_7234463,Client_23,Nourriture,Article_17_NOUR,29.0,2.0,58.0,Portefeuille electronique,En ligne,2024-07-15
TXN_6417718,Client_12,Ordinateurs et accessoires electriques,Article_9_ORDI,17.0,6.0,102.0,Espèce,En magasin,2023-04-22
TXN_8454618,Client_18,Patisserie,Article_12_PAT,21.5,4.0,86.0,Portefeuille electronique,En magasin,2024-04-16
TXN_2342593,Client_18,Boissons,Article_14_BOI,24.5,5.0,122.5,Espèce,En ligne,2024-03-16
TXN_1332543,Client_08,Produit laitier,Article_12_LAIT,21.5,8.0,172.0,Carte de credit,En ligne,2022-05-28
TXN_4844992,Client_14,Produit laitier,Article_7_LAIT,14.0,6.0,84.0,Portefeuille electronique,En ligne,2022-08-11
TXN_1510369,Client_14,Boissons,Article_21_BOI,35.0,6.0,210.0,Carte de credit,En magasin,2024-01-24
TXN_9148620,Client_12,Meubles,Article_20_MEU,33.5,10.0,335.0,Portefeuille electronique,En ligne,2024-12-20
TXN_5289156,Client_18,Meubles,Article_24_MEU,39.5,4.0,158.0,Carte de credit,En ligne,2022-12-13
TXN_9672266,Client_22,Bouchers,Article_4_BOU,9.5,3.0,28.5,Portefeuille electronique,En magasin,2023-06-24
TXN_2457102,Client_18,Meubles,inconnu,0.0,3.0,123.0,Portefeuille electronique,En ligne,2022-03-10
TXN_1776674,Client_07,Boissons,Article_20_BOI,33.5,5.0,167.5,Espèce,En magasin,2024-08-20
TXN_5113509,Client_02,Meubles,Article_24_MEU,39.5,9.0,355.5,Espèce,En magasin,2022-07-21
TXN_1038808,Client_02,Produit laitier,Article_7_LAIT,14.0,1.0,14.0,Portefeuille electronique,En magasin,2024-02-29
TXN_9093964,Client_19,Appareil menager electrique,Article_25_ELEC,41.0,3.0,123.0,Carte de credit,En ligne,2024-12-24
TXN_9187405,Client_14,Produit laitier,Article_15_LAIT,26.0,4.0,104.0,Portefeuille electronique,En magasin,2022-12-02
TXN_2384499,Client_18,Appareil menager electrique,Article_25_ELEC,41.0,8.0,328.0,Espèce,En magasin,2024-12-13
TXN_9714531,Client_03,Boissons,Article_19_BOI,32.0,10.0,320.0,Espèce,En magasin,2023-01-24
TXN_1966350,Client_09,Bouchers,Article_8_BOU,15.5,9.0,139.5,Carte de credit,En ligne,2023-05-31
TXN_6522171,Client_24,Boissons,Article_19_BOI,32.0,7.0,224.0,Portefeuille electronique,En magasin,2024-01-31
TXN_6677921,Client_01,Appareil menager electrique,Article_5_ELEC,11.0,8.0,88.0,Portefeuille electronique,En ligne,2024-12-07
TXN_4418483,Client_10,Produit laitier,Article_3_LAIT,8.0,8.0,64.0,Carte de credit,En magasin,2022-04-22
TXN_2501304,Client_14,Boissons,inconnu,15.5,0.0,0.0,Carte de credit,En magasin,2024-07-14
TXN_6890854,Client_16,Boissons,Article_8_BOI,15.5,7.0,108.5,Espèce,En ligne,2022-02-28
TXN_5747087,Client_23,Produit laitier,Article_6_LAIT,12.5,6.0,75.0,Espèce,En ligne,2022-12-07
TXN_8652929,Client_19,Meubles,Article_11_MEU,20.0,8.0,160.0,Portefeuille electronique,En magasin,2023-05-05
TXN_2707360,Client_21,Bouchers,Article_7_BOU,14.0,7.0,98.0,Portefeuille electronique,En magasin,2024-11-23
TXN_9236550,Client_22,Meubles,Article_1_MEU,5.0,7.0,35.0,Carte de credit,En ligne,2022-02-20
TXN_7190172,Client_13,Ordinateurs et accessoires electriques,Article_21_ORDI,35.0,4.0,140.0,Espèce,En ligne,2024-12-05
TXN_3471500,Client_13,Nourriture,Article_13_NOUR,23.0,8.0,184.0,Espèce,En magasin,2022-03-01
TXN_3527658,Client_03,Boissons,Article_9_BOI,17.0,8.0,136.0,Portefeuille electronique,En magasin,2024-02-28
TXN_5282091,Client_21,Patisserie,Article_20_PAT,33.5,8.0,268.0,Carte de credit,En magasin,2023-01-13
TXN_1999080,Client_08,Nourriture,Article_13_NOUR,23.0,3.0,69.0,Portefeuille electronique,En ligne,2024-12-02
TXN_2954304,Client_25,Appareil menager electrique,Article_12_ELEC,21.5,2.0,43.0,Portefeuille electronique,En ligne,2024-11-14
TXN_4724970,Client_03,Boissons,Article_8_BOI,15.5,7.0,108.5,Espèce,En ligne,2022-03-24
TXN_2520240,Client_19,Meubles,Article_5_MEU,11.0,4.0,44.0,Espèce,En magasin,2023-02-17
TXN_6680454,Client_25,Appareil menager electrique,Article_5_ELEC,11.0,8.0,88.0,Espèce,En magasin,2022-03-14
TXN_2085906,Client_09,Patisserie,Article_7_PAT,14.0,10.0,140.0,Portefeuille electronique,En ligne,2024-02-19
TXN_5196670,Client_18,Patisserie,Article_9_PAT,17.0,5.0,85.0,Espèce,En magasin,2022-09-07
TXN_5400225,Client_04,Appareil menager electrique,Article_18_ELEC,30.5,8.0,244.0,Espèce,En ligne,2023-06-14
TXN_5495475,Client_06,Appareil menager electrique,Article_11_ELEC,20.0,5.0,100.0,Carte de credit,En ligne,2022-06-11
TXN_8155707,Client_25,Appareil menager electrique,Article_20_ELEC,33.5,6.0,201.0,Espèce,En ligne,2024-11-18
TXN_2169979,Client_13,Ordinateurs et accessoires electriques,Article_6_ORDI,12.5,1.0,12.5,Portefeuille electronique,En magasin,2022-01-25
